Data_Quality_Notes,type,title,director,cast,release_year,rating,Duration_Value,Duration_Unit,listed_in,description,Data_Quality_Notes
s65,TV Show,Would I Lie to You?,Not Mentioned,"David Mitchell, Lee Mack, Rob Brydon",2009,Tv-Pg,1,Season,"Comedy, Special Interest, Unscripted","On The Third Season Of 'Would I Lie To You?' There Is A New Host, Rob Brydon, Who Joins Regular Team Captains David Mitchell And Lee Mack David Mitchell. Together, They Have To Work Out Whether Their Celebrity Guests Are Telling True Stories From Their Weird And Wonderful Lives, Or Spinning A Tall Tale Based On A Lie Given To Them By The Production Team.",
s66,TV Show,Wotakoi: Love is Hard for Otaku,Not Mentioned,"Arisa Date, Kent Ito, Miyuki Sawashiro, Tomokazu Sugita, Yuki Kaji",2018,Tv-Nr,1,Season,Tv Shows,"When Narumi, An Office Lady Who Hides The Fact That She Is A Yaoi Fangirl, Changes Jobs, She Is Reunited With Hirotaka, Her Childhood Friend Who Is Attractive And Skilled But Is A Hardcore Gaming Otaku. They Decide To Start Dating For Now, But Being Otaku, Both Of Them Are Awkward So A Serious Romantic Relationship Is Rather Difficult For Them...",
s67,TV Show,World’s Toughest Race: Eco-Challenge Fiji,,Bear Grylls,2020,13+,1,Season,Unscripted,"66 Teams Descend Upon Fiji To Compete In The Most Epic Global Adventure Race Ever Attempted. Bear Grylls Hosts This 11-Day Expedition That Pushes Competitors To Their Physical And Emotional Limits. For The Veteran Teams The Goal Is To Win – But For Most, The Dream Is To Finish And Prove To Themselves And The World, That They Can Prevail In The World’S Toughest Race.",
s68,TV Show,World War II: When Lions Roared,Not Mentioned,"Michael Caine, John Lithgow, Bob Hoskins",1994,Tv-14,1,Season,Drama,"At The Tehran And Yalta Conferences, The Strong Personalities Of Three Of The World'S Most Powerful Leaders Threaten Their Fragile Alliance. This Riveting Historical Drama Portrays The Precarious Relationship Between Franklin D. Roosevelt, Winston Churchill And Joseph Stalin At The Pivotal Moments When The Final Strategies Of The War Hung In The Balance.",
s69,Movie,World War II: Saving the Reality,Tim Gray,Dan Aykroyd,2012,Not Rated,56,Min,Documentary,"Over The Course Of Five Decades, Kenneth W. Rendell Amassed The Largest And Most Comprehensive Private Collection Of Original World War Ii Memorabilia In The World. Narrated By Dan Aykroyd, World War Ii: Saving The Reality Opens The Doors To This Private Museum. Rendell Provides A Guided Tour Of The Museum'S 30 Exhibits.",
s70,TV Show,World War 2 - The Call of Duty: A Complete Timeline,Not Mentioned,Liam Dale,2020,13+,1,Season,"Documentary, Military And War","Track The Main Events Of World War Ii With The Help Of Remarkable Archive Footage And See Exactly What Happened, And When. Learn About Pearl Harbor, The Battle Of Britain, D-Day, The Dropping Of The Atomic Bomb And More. From The Early Battles Right Through To The Complexities Of The Endgame, This Extensive 24 Episode Series Shines A Spotlight On A Period Of History That Should Never Be Forgotten.",
s71,Movie,World Inferno Friendship Society,Baeble Music,Not Mentioned,2007,Nr,40,Min,Music Videos And Concerts,The Circus Comes To Town With This Performance At The Traveling Spiegeltent From Wolrd Inferno Friendship Society.,
s72,TV Show,World Food Championships,Not Mentioned,Tiffany Derry,2014,Tv-Pg,1,Season,Tv Shows,World Food Championships Invites The Champions From The Biggest And Best Food Competitions Around The World Into A Single High-Stakes Culinary Showdown For Hundreds Of Thousands Of Dollars.,
s73,TV Show,WordWorld,Not Mentioned,Not Mentioned,2007,Tv-G,1,Season,Kids,The Loveable Wordfriends Take Children On Adventures In A World Of Words Where They Encounter All Sorts Of Situations That Can Only Be Solved By Building A Word!,
s74,Movie,Words On Bathroom Walls,Thor Freudenthal,"Charlie Plummer, Taylor Russell, Andy Garcia, Annasophia Robb, Beth Grant, Devin Bostick, Lobo Sebastian, Molly Parker, Walton Goggins",2020,Pg-13,111,Min,Drama,"Diagnosed With A Mental Illness, A Witty, Introspective Teen Falls In Love With A Brilliant Classmate Who Inspires Him To Open His Heart And Not Be Defined By His Condition.",
s75,TV Show,WordGirl,Not Mentioned,Not Mentioned,2010,Tv-G,1,Season,Kids,Wordgirl And Her Sidekick Captain Huggy Face Take Down Quirky Villains In Every Action-Packed Episode.,
s76,TV Show,Wonders of Mexico,Not Mentioned,Anthony Mendez,2018,Tv-G,1,Season,"Documentary, Special Interest","Mexico Is Rich In Culture And Ablaze With Color. Discover The Hidden Underworlds, Diversity Of Life, And A Mosaic Of Vast Landscapes That Create A Festival Of Life. Includes: Forests Of The Maya, Mountain Worlds, And Burning North.",
s77,Movie,Wonderful Nursery Rhymes with Mia - Little Baby Bum,Cannis Holder,Not Mentioned,2019,All,33,Min,Kids,Littlebabybum Is Proud To Present A Compilation With Some Of The Most Popular And Educational Nursery Rhymes With Mia!,
s78,Movie,Wonderful Nursery Rhymes with Jacus - By Little Baby Bum,Cannis Holder,Not Mentioned,2019,All,34,Min,Kids,Enjoy This Educational And Fun Compilation Of Classic Nursery Rhymes With Jacus From Little Baby Bum!,
s79,TV Show,Wonder Balls,Not Mentioned,Not Mentioned,2015,All,1,Season,"Animation, Kids","Enjoy Parades Of Unique And Fun Ball Characters! Wonder Balls Bring The Best Performances To The Stage. When They Meet, They Start Playing Right Away. Brush Ball, Sponge Ball, Water Ball, Accordion Ball, Castanets Ball, Xylophone Ball And More Join To Complete Stories Of Vivacious Arts, Exciting Music And Joyful Play.",
s80,Movie,Women of Valor,Buzz Kulik,"Susan Sarandon, Kristy Mcnichol, Terry O'Quinn",1986,16+,95,Min,"Action, Drama","Susan Sarandon And Kristy Mcnichol Star In This Powerful Drama Sent During World War Ii, When A Group Of U.S. Army Nurses In The Philippines Are Captured And Imprisoned By Japanese Troops.",
s81,Movie,Woman Of Desire,Robert Ginty,"Jeff Fahey, Bo Derek",1994,R,99,Min,"Drama, Suspense","A Yacht Captain, Jack Lynch, Is Accused Of Murdering His Boss And Raping The Victim'S Wife, Christina Ford. Nothing Is How It First Appears. Jack Seeks The Help Of Veteran Attorney Walter J. Hill To Help Prove His Innocence.",
s82,Movie,Woke Up Like This,John Elbert Ferrer,"Vhong Navarro, Lovi Poe",2017,13+,104,Min,Comedy,"A Story About Nando, Who'S A Dutiful Son And Breadwinner To His Family, And Sabrina, A Rich Kid And One Of The Top Models In The Country. While Both Prepare For Their Biggest Breaks, These Two Strangers Wake Up One Day In An Extraordinary Circumstance, Switching Bodies With Each Other. Philippines Tagalog Movie.",
s83,Movie,"Wizard of Loneliness, The",Jenny Bowen,"Lukas Haas, Lea Thompson",1988,Pg-13,111,Min,Drama,"Twelve Year Old Wendell Is A Confirmed Cynic, Sent To His Grandparents Vermont Farm During World War Ii. His Only Desire Is To Steal Enough Money To Run Away, Until His Loving Grandparents, And Young Aunt Sybil Involve Him In Their Lives.",
s84,Movie,Within Our Gates,Oscar Micheaux,"Evelyn Preer, Flo Clements",1920,13+,78,Min,Drama,"Abandoned By Her Fiance, An Educated Negro Woman With A Shocking Past Dedicates Herself To Helping A Near Bankrupt School For Impoverished Negro Youths.",
s85,TV Show,Wishenpoof,,"Addison Holley, Hope Cassandra, Scott Mccord, Katie Griffin, Ethan Tavares, Devan Cohen, Roanna Cochrane, Millie Davis, Jason Priestley, Saara Chaudry, Kyle Lomas, Ava Priestley, Johnny Orlando, Kathy Laskey, Matthew Macfadzean, Tj Mcgibbon, Elizabeth Hanna, Caissie Levy, Ava Close, Nissae Isen, Jeff Geddis, Kristin Fairlie",2019,All,4,Seasons,Kids,"Bianca Is Just Like Any Other Little Girl, Except For One Teensy Little Thing.  Bianca Has Wish Magic, So She Can Make Wishes Come True! Whether She’S At Home In Wish World, At The Willow Tree With Her Fairy Friends, Or At School With Her Non-Fairy Friends, Bianca And Her Hilarious Teddy Bear Sidekick Bob Navigate Day-To-Day Problems.",
s86,TV Show,Wisconsin Unexplained,Not Mentioned,Michael Butt,2018,16+,1,Season,Tv Shows,"Wisconsin Is Home To The Strange And Unusual. Ufo'S Aliens, Ghosts, Spiritual Encounters, Demons, Monsters. Wisconsin Is A Land Of All Of These Legends. Wisconsin Unexplained Will Share The Stories Of Eye Witnesses Who Lived Through The Unexplained.",
s87,TV Show,Wipeout Canada,Not Mentioned,"Ennis Esmer, Jonathan Torrens, Jessica Phillips",2011,All,1,Season,"Comedy, Documentary, Unscripted","Daring Canadian Contestants Are In Pursuit Of Cash Prizes On An Extreme Obstacle Course Designed To Provide The Most Spectacular Spills, Face Plants, And Splashdowns.",
s88,TV Show,Wipeout Australia,Not Mentioned,"James Brayshaw, Josh Lawson, Kelly Landry",2009,7+,1,Season,"Comedy, Documentary, Unscripted","Based On The Us Game Show Of The Same Name, The Australian Wipeout Is Filmed In Argentina, Where Aussie Contestants Battle ""The World'S Biggest Obstacle Course In Order To Win Aud $20,000."" Hosted By Actor Josh Lawson And Sports Presenter James Brayshaw, The Series Will Also Feature Kelly Landry As An On-Location Reporter.",
s89,Movie,Winterset,Alfred Santell,"Burgess Meredith, Eduordo Ciannelli",1936,Nr,77,Min,"Action, Drama","Immigrant Radical Bartolomeo Romagna Is Falsely Condemned And Executed For A Payroll Robbery. Years Later, His Son Mio Sets Out To Find The Truth Of The Crime And To Bring To Account The Gangster Trock Estrella.",
s90,Movie,Winds Of The Wasteland,Mack V. Wright,"John Wayne, Phyllis Fraser, Lew Kelly, Douglas Cosgrove, Lane Chandler, Sam Flint, Bob Kortman, Ed Cassidy, Jon Hall, Merrill Mccormick, Christian J. Frank, Jack Rockwell, Arthur Millett, Tracy Layne, Yakima Canutt, Horace B. Carpenter, Herman Hack, Henry Hall, Lloyd Ingraham, Jack Ingram, Cliff Lyons, Murdock Macquarrie, Clyde Mcclary, Bud Mcclure, Art Mix, George Morrell, Bud Pope, Francis Walker, Joe Yrigoyen",1936,13+,55,Min,Western,Wayne Is The Head Of A Stagecoach Company And He And His Friend Fix Up A Stagecoach And Compete With Others For Government Contracts In The Days Of The Pony Express. The Duke Was Beginning To Show More Polish And Confidence In This Film And His Fans Will Enjoy The Action.,
s91,Movie,Wind,Carroll Ballard,"Matthew Modine, Jennifer Grey, Cliff Robertson, Jack Thompson, Stellan Skarsgård, Rebecca Miller, Ned Vaughn, James Rebhorn, Ron Palillo",1992,Pg-13,126,Min,"Action, Drama, Sports","Will Parker Loses The Americas Cup, The Worlds Biggest Sailing Prize, To The Australians And Decides To Form His Own Syndicate To Win It Back.",
s92,Movie,William the Conqueror,Frederic Compain,Not Mentioned,2015,13+,53,Min,"Documentary, Special Interest","One Of The Most Powerful Rulers In All Of European History, William The Conqueror, Is Profiled In This Documentary. From His Rulership At Age Eight, To His Commanding Victory In The Battle Of Hastings, William Reinvented The Structure Of European Royalty. From The Battlefield To The Royal Court, William Set The Stage For The Continent'S Future. This Is His Story.",
s93,Movie,William Tecumseh Sherman: Beyond the March to the Sea,Jonathan Chase Cook,Jonathan Chase Cook,2019,13+,115,Min,"Documentary, Special Interest","Soldier, Banker, Lawyer, Professor; William Tecumseh Sherman Was More Than A Civil War General. Sherman Voyaged The World, Influenced The California Gold Rush, Started Banks And Louisiana State University. He Advised And Entertained Presidents, And Changed The Dynamic Of War. Later He Set Decades Of Policy In The American West. Few Leaders Have Had Such A Contentious Impact On America As Sherman.",
s94,Movie,William Lee Martin: The Nutcracker - A Christmas Stand-up Comedy Spectacular,Brandon Jones,William Lee Martin,2019,16+,55,Min,"Arts, Entertainment, And Culture, Comedy","The Texas Comedian Returns With His Third Television One-Hour Special Talking All Things Christmas Including Traditions, The Pitfalls Of Having Family Over, And Finding The Ultimate Gift In This One-Of-A-Kind Stand-Up Special.",
s95,Movie,William Lee Martin: Standing in the Middle,Brandon Jones,William Lee Martin,2019,18+,58,Min,"Arts, Entertainment, And Culture, Comedy, Special Interest","The Middle Aged, Middle Class, Texas Comedian Talks About Life, Being Married, Raising His Five Kids, And Surviving In The Middle Of An America That Is Always Changing.",
s96,Movie,William and Kate: Into the Future,Alan Scales,"Prince William, Kate Middleton",2011,All,49,Min,"Documentary, International, Special Interest","From Student To Royal Girlfriend And Then To Modern Day Princess, Kate Middleton Has Made A Remarkable Journey. In Less Than A Decade, This Normal Girl From An Ordinary Background Has Won Her Prince Charming And Become The Prospective Queen Of England.",
s97,Movie,Wildlike,Frank Hall Green,"Bruce Greenwood, Ella Purnell, Brian Geraghty",2021,16+,104,Min,"Action, Drama","An Unlikely Friendship Forms In The Spectacular Alaskan Wilderness, Giving A Runaway Girl Hope And Sanctuary In America'S Last Frontier.",
s98,Movie,Wildfire 7,Jason Bourque,"Tracey Gold, Alexander Walters",2002,Not Rated,95,Min,"Action, Drama","A Female Prison Inmate Is Recruited Into A Special Fire Fighting Program, Only To Find Her Expertise Is Needed Sooner Than Expected",
s99,TV Show,Wildest Places,Not Mentioned,Not Mentioned,2019,All,3,Seasons,"Documentary, Special Interest","In Terms Of Rainfall, The Antarctic Is The Driest Place On Earth, Yet It Holds More Than Two-Thirds Of The Planet'S Fresh Water. With Plunging Temperatures And Powerful Winds, Our Southernmost Land Mass Is An Unrelenting Habitat. Nevertheless, Life Persists, And Extraordinary Creatures Answer The Call Of The Seasons. This Frozen Tundra Is The Wildest Antarctic.",
s100,Movie,Wilder Napalm,Glenn Gordon Caron,"Debra Winger, Dennis Quaid, Arliss Howard, M. Emmet Walsh, Jim Varney",1993,Pg-13,109,Min,"Comedy, Science Fiction","Two Brothers With The Secret Power Of Starting Fires With Their Minds, Reunite After Years Apart, Only To Find Conflict With Their Differing Lifestyles.",
s101,TV Show,Wild North,Not Mentioned,Not Mentioned,2014,7+,1,Season,"Documentary, Special Interest","""Wild North"" Moves Through Three Biotopes; Vast Forests, Rugged Coastline And Interior Highlands Shaped By Shifting Ice Ages. These Landscapes Resonate Deep Within The Scandinavian Soul, Floating Into View Like Illustrations From Shared Fairy Tales. And So Do The Iconic Animal Species That Feature Strongly In Each Programme, Stirring Ancestral Memories And Reaffirming Our Connection With The Land.",
s102,TV Show,Wild Kratts,Not Mentioned,"Chris Kratt, Martin Kratt, Athena Karkanis, Jonathan Malen, Heather Bambrick, Zachary Bennett, Eva Almos, Cory Doran, Gavin Kratt, Aidan Kratt, Ronan Kratt, Addison Holley, Maya Lowe, Paige Roughely, Emilia Mccarthy, Zoe Fraser, Rachel Marcus, Nolan Kratt, Julie Lemieux, Amariah Faulkner, Christian Martyn, Jacob Ewaniuk, Jaclyn Forbes, Ian Hanson, Aiden Kratt, Charles Vandervaart, Jenna Warren",2011,Tv-Y,1,Season,Kids,"The Real-Life Chris And Martin Introduce Each Wild Kratts Episode With A Live Action Segment That Imagines What It Would Be Like To Experience A Never- Before-Seen Wildlife Moment, And Asks, ""What If...?"" The Kratt Brothers Transition Into Animation And The Adventure Begins, Bringing Early-Elementary School Children Into The Secret Lives Of Extraordinary Creatures, Many Of Which Have Never Been Animated Before - Including Proboscis Monkeys, Draco Lizards And Caracals!",
s103,Movie,Wild Geese,Andrew V. Mclaglen,"Richard Burton, Roger Moore, Richard Harris",2012,18+,135,Min,Action,"Screen Legends Richard Burton, Roger Moore And Richard Harris Star As A Team Of Aging Mercenaries Hired By A Wealthy Industrialist For One Final Mission: Recruit And Train A Squad Of Desperate Commandos, Parachute Into An Unstable African Nation, Snatch Its Deposed President From A Maximum Security Army Prison, Escape Via The Military-Controlled Airport, And Massacre Anyone Who Gets In Their Way.",
s104,Movie,Wild Colombia Revealed,Mike Slee,Not Mentioned,2016,7+,91,Min,"Documentary, Special Interest","Nestled At The Top Of South America, Colombia Is A Dream For Ecologists Everywhere. Filmed At Over 85 Locations With 150 Hours Of Footage, This Ambitious Natural History Feature Showcases 38 Different Species From 20 Documented Ecosystems. From Jaguars In The Shadows Hunting Their Prey To The Silver Arowana Fish Mouth-Brooding Its Young, This Film Reveals The Wonder And Majesty Of Colombia.",
